title,company,rating,location,salary,summary
Data Scientist,Varen Technologies,4.3,"Annapolis Junction, MD 20701",,"A data scientist will develop machine learning, data mining, statistical and graph-based algorithms to analyze and make sense of data sets; prototype or…"
Data Science Intern,Hewlett Packard Enterprise,3.8,"Seattle, WA 98164 (Downtown area)",,"Knowledge of data science, data mining, machine learning and statistics.
High-end knowledge of data science, data mining, machine learning and statistics."
,Peterson Technology Partners,4.0,"Milwaukee, WI",$45 - $75 an hour,"Skilled data scientist with machine learning, image analysis, statistical analysis experience.
Machine Learning: 3 years (Required)."
Principal Data Scientist - Manufacturing Technology,Northrop Grumman,4.0,"Palmdale, CA",,"Bachelor's Degree (non-STEM) with 7 years' of experience with information system, data analytics and/or computer programming; OR Master's Degree (non-STEM) with…"
"Software Engineer, Machine Learning",GeekSeek,,Remote,$50 - $65 an hour,We are looking for a Machine Learning (ML) Engineer to help us create artificial intelligence products for our client at Verizon. Machine Learning Engineer…
,OpTech LLC,4.0,"Southfield, MI 48075",$37 - $44 an hour,"A brief description of the project or initiative. Include: * Deliver adhoc, Routine, group deliverables and audit deliverables * Create claims and membership…"
ML ENGINEER - 6 MONTH CONTRACT,Harnham,4.6,"San Francisco, CA",$100 an hour,THE COMPANY Are you interested in working with the leading video streaming provider? Are you advanced at following agile practices? The team is seeking an ML…
Data Engineer,The Mom Project,,"Sunnyvale, CA",$97.75 an hour,"Our Customer is a corporation that develops, manufactures, and markets robotic products designed to improve clinical outcomes of patients through minimally…"
Senior Data Analyst,Calculated Hire,,"Weehawken, NJ 07086",$30 - $35 an hour,"Senior Merchandising Analyst New York, NY (Weehawken, NJ) 4 Month Contract to Hire The Sr. Data Analyst, Merchandise Planning - Online you will be…"
Architect - Data Scientist (Sr.),"Quadrant, Inc.",3.9,"Springfield, VA 22153",,"Senior Data Scientist Springfield, VA (Remote) MUST: Active Top-Secret required; CBP BI Clearance preferred Experienced Senior Data Scientist Experience in…"
Data Scientist/SR Analyst- Marketing,Acara Solutions,3.4,"Chicago, IL",,"Acara Solutions is looking for Data Scientist/SR Analyst- Marketing for our client located in Chicago, IL. Facilitate access to all-inclusive marketing event…"
Applied Scientist,Robert Half,3.9,"Seattle, WA 98121 (Belltown area)",,"• BS or advanced degree (Microsoft or PhD preferred) in computational linguistics, machine learning, statistics, computer science, engineering, or related…"
Senior Data Scientist,Cognizant Technology Solutions,3.9,"Collegeville, PA 19426",,"Responsibilities: ·- End-to-End development of computer vision model for performing cell counting ·- Working knowledge of different loss functions, ways of…"
GD123 AI/Machine Learning Technologist/Data Scientist for Ea...,"ADNET Systems, Inc.",4.0,"Greenbelt, MD 20771",,GD123 AI/Machine Learning Technologist/Data Scientist for Earth Sciences Applications Are you ready to launch an exciting new career working at NASA? This…
Support Scientist Ocean Data Assimilation (UFS),IMSG/NOAA,,"College Park, MD",,"Overview I.M. Systems Group, Inc. (IMSG) is seeking a candidate to support the Environmental Modeling Center (EMC) of the National Centers for…"
Data Scientist-Journeyman,Perspecta,3.3,"Washington, DC 20022",,Business Group Highlights Defense The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide…
Lead Data Scientist,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing…"
Data Science Consultant,Tailored Management,3.9,"St. Louis, MO 63121",$44 - $72 an hour,"*_Join a global health service and insurance company helping people make healthier decisions! This industry leader is a major provider of medical, dental,…"
Data Scientist Intern,Henkel,3.9,"Irvine, CA 92614 (Business District area)",,"Data scientist intern position starting in Spring 2021 at our Irvine, CA office.
Bachelor's degree in Chemistry and/or Chemical Engineering with 1+ years of…"
,Noom Inc.,4.1,Remote,,You are comfortable with at least “medium data” technologies and how to transcend the “memory bound” nature of most analytics tools.
Senior Statistician,CRESCENT BANK & TRUST,3.3,"Dallas, TX",,"1 to 3 years of experience working with large data sets.
Develop models proficiently using large data sets with greater than 1 million records and greater than…"
,Northrop Grumman,4.0,"Palmdale, CA",,"Bachelor's Degree (non-STEM) with 7 years' of experience with information system, data analytics and/or computer programming; OR Master's Degree (non-STEM) with…"
Data Scientist - Medicare Advantage Generalist,Devoted Health,3.3,Remote,,"We are looking for someone who has broad experience in Medicare Advantage analytics functions — e.g. Finance, Risk Adjustment, Stars, Pharmacy — and deep…"
Machine Learning Scientists/Engineers,"NovoDynamics, Inc.",,"Ann Arbor, MI 48104","$90,000 - $170,000 a year","Verifying data quality and/or ensuring it via data cleaning.
Experience with data noise removal, data augmentation, dataset truthing and construction."
Senior Data Analyst,Connecticut Coalition to End Homelessness,,"Hartford, CT 06106 (Frog Hollow area)","$55,000 - $70,000 a year","Data management skills (database design and management, data analysis, visualization of data insights).
Proficiency with Tableau or other data visualization…"
,USAA,3.9,"Adkins, TX 78101",,"Uses advanced techniques that integrate traditional and non-traditional datasets and method to enable analytical solutions; Applies predictive analytics,…"
"Senior Looker Data Analyst (Remote, USA, Full-Time)",4 Mile Analytics,,Remote,,"4 Mile Analytics is a full-service consultancy with expertise in strategy, data analytics, data engineering, and software development."
"Senior Data Analyst, Strategy and Research",Well Woven Inc.,,"New York, NY 10018 (Garment District area)",,"Deliver strategic data-driven insights on high ROI opportunities.
This person should not just be an Excel wizard, but also have experience with client…"
Data Scientist (Consumer Product),RentPath,3.2,"Atlanta, GA",,You confirm that the data sources are available intimately and you then compile data across multiple sources to ensure the most accurate data is used at all…
Data Scientist,Teledyne Brown Engineering,3.7,United States,,"Near term priorities include evaluating existing data architectures across organizations and developing strategies for gaining efficiencies, strategies for…"
Data Scientist,CEDENT,,"Springfield, VA","$175,000 - $190,000 a year","Combines applied mathematics, programming skills, analytical techniques, and data to provide impactful insights for decision makers.
Terms of Hire: Full time."
"Data Scientist, Analytics - Instagram Ecosystems",Facebook,4.2,"New York, NY",,"6 plus years of experience working in the analytics field.
Define problems and opportunities in a complex or ambiguous area."
Senior Data Scientist,The Mars Agency,3.7,"Southfield, MI",,The Mars Agency has developed a wide variety of inclusive benefit plans and policies that address and promote the needs of all employees and their family…
,Factory Motor Parts,3.2,"Eagan, MN 55121","$60,000 - $75,000 a year",Work with software company (Manhattan Associates) to manage and track identified system issues and open items to ensure resolution is received.
,USAA,3.9,"Lackland AFB, TX 78236",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…"
NLP Data Engineer,Harnham,4.6,"New York, NY","$130,000 a year","NLP Data Engineer Biotech New York $120,000 - $130,000 New Role! If you like data engineering and data science combined into one, this is the role for you!…"
,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing…"
Data Scientist-Junior,Perspecta,3.3,"Washington, DC 20022",,Business Group Highlights Defense The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide…
Data Scientist,Insight Global,4.0,"Lake Zurich, IL",$20 - $25 an hour,"Data Scientist- Lake Zurich, IL 6 Month Contract with Possible Extensions Must Haves: * Experience with Adverse Event processing * Experience with…"
Data Scientist II - Permanent Full Time Opportunity,Veritas Partners,,"Cockeysville, MD 21030","$100,000 - $135,000 a year","*Data Scientist II – Permanent Full Time Opportunity Location - Hunt Valley, MD * Due to rapid company growth and recent acquisitions, his is a newly…"
Principal Data Scientist,The Finders,,"Scottsdale, AZ 85255 (North Scottsdale area)",,"Join a data driven innovative organization that has 60 years of financially stable business operations and is a household name, currently looking for a…"
