,title,company,rating,location,salary,summary
6321,Data Scientist-Junior,Perspecta,3.3,"Washington, DC 20022",,"Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data…"
6322,Data Scientist,Randstad Professionals,3.7,"Cockeysville, MD 21030","$120,000 - $145,000 a year","At least 3 years of experience with data migration, BI, data taxonomy, or data lake integration.
Conducting machine learning to improve content."
6323,GD123 AI/Machine Learning Technologist/Data Scientist for Ea...,"ADNET Systems, Inc.",4.0,"Greenbelt, MD 20771",,"Experience visualizing scientific data or presentation of data for scientific purposes.
Position responsibilities will include (1) developing an understanding…"
6324,Research Data Scientist,Intelligent Automation,4.0,"Rockville, MD",,"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software…"
6325,Property & Casualty Insurance Data Scientist - PR11478,Pryor Executive Search,,"New York, NY",,"Property & Casualty Insurance Data Scientist opening in New York City.
Use Python to design Machine Learning (ML) and Artificial Intelligence (AI) models for P…"
6326,Support Scientist Ocean Data Assimilation (UFS),IMSG/NOAA,,"College Park, MD",,The candidate will work with EMC scientists and external collaborators to develop the marine and coupled data assimilation capabilities for use in the UFS.
6327,Data Scientist - Oncology Infusion Program (Information Serv...,"Jefferson - Center City, Philadelphia, PA",3.9,"Philadelphia, PA 19107 (City Center East area)",,"Also provides analytic consulting support outcome and quality research, population health, clinical and academic research, internal clinical and operational…"
6328,Data Scientist Intern,Henkel,3.9,"Irvine, CA 92614 (Business District area)",,"Data scientist intern position starting in Spring 2021 at our Irvine, CA office.
Bachelor's degree in Chemistry and/or Chemical Engineering with 1+ years of…"
6329,Data Scientist II - Permanent Full Time Opportunity,Veritas Partners,,"Cockeysville, MD 21030","$100,000 - $135,000 a year","3+ years of data taxonomy, BI, data migration or data lake integration experience.
Perform machine learning for enriching content.
Temporarily due to COVID-19."
6330,Business Data Analyst - Senior - 297636,Procom,3.6,"Tampa, FL",,"Ensure project deliverables are documented according to required procedures and standards.
Understanding of the project life cycle, both waterfall and agile…"
6331,Atmospheric Data Scientist (Python),CyberCoders,3.3,"Denver, CO 80238","$100,000 - $130,000 a year",Using scientific data processing skill set to develop the next generation of atmospheric radio-occultation processing software.
6332,"Software Engineer, Machine Learning",GeekSeek,,Remote,$50 - $65 an hour,"Understanding of data structures, data modeling and software architecture.
Develop machine learning applications according to requirements."
6333,NLP Data Engineer,Harnham,4.6,"New York, NY","$130,000 a year","Querying the DB for data analytics team using SQL.
Commercial experience designing and building data pipelines.
THE ROLE - NLP Data Engineer."
6334,,Medasource,4.5,"Madison, WI",$50 - $60 an hour,We are in search of an individual who using the Dynamics Test Registration Application (DTRA) data as well as data from other relevant data sources can identify…
6335,Senior Data Scientist,CyberCoders,3.3,"Buffalo Grove, IL 60089","$110,000 - $130,000 a year","5+ years in data mining, database marketing, marketing analytics, or statistical modeling.
Experience using analytics or data science at an E-commerce or…"
6336,Data Scientist/Data Analyst,Kaygen,3.2,"Costa Mesa, CA 92626",$70 - $75 an hour,"Holistic and end to end approach to data, including querying, aggregation, deep analysis, visualization and models; communicate and present findings/actionable…"
6337,Data Engineer,The Mom Project,,"Sunnyvale, CA",$97.75 an hour,"Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and transform data…"
6338,Architect - Data Scientist (Sr.),"Quadrant, Inc.",3.9,"Springfield, VA 22153",,Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems.
6339,Data Scientist/Engineer,Seamless AI,,"Columbus, OH 43081",,"Work together with engineers, technical project managers, and subject matter experts, to gather requirements and improve our customer experience using machine…"
6340,Data Scientist,Insight Global,4.0,"Lake Zurich, IL",$20 - $25 an hour,Ability to interpret large amounts of safety and quality-related data and recognize/identify potential health hazards (signal detection).
6341,Support Scientist Ocean Data Assimilation (UFS),IMSG/NOAA,,"College Park, MD",,The candidate will work with EMC scientists and external collaborators to develop the marine and coupled data assimilation capabilities for use in the UFS.
6342,Data Scientist/Machine Learning Engineer (Temp-to-Perm),Lenox Executive Search,,"Cambridge, MA 02139 (Cambridgeport area)",,"We are looking for smart, data driven, creative data scientists and machine learning engineers capable for applying artificial intelligence and machine learning…"
6343,Data Scientist Intern,Henkel,3.9,"Irvine, CA 92614 (Business District area)",,"Data scientist intern position starting in Spring 2021 at our Irvine, CA office.
Bachelor's degree in Chemistry and/or Chemical Engineering with 1+ years of…"
6344,Data Science Consultant,Tailored Management,3.9,"St. Louis, MO 63121",$44 - $72 an hour,"Responsible for the extraction and analysis of health care information regarding network utilization, cost containment and clinical quality information."
6345,Data Scientist II - Permanent Full Time Opportunity,Veritas Partners,,"Cockeysville, MD 21030","$100,000 - $135,000 a year","3+ years of data taxonomy, BI, data migration or data lake integration experience.
Perform machine learning for enriching content.
Temporarily due to COVID-19."
6346,,Myticas Consulting,,"Chicago, IL",,"Experience with data structures, data modeling, and model evaluation.
Experience with standard ML algorithms covering supervised-learning, unsupervised-learning…"
6347,Data Engineer,Acara Solutions,3.4,"Sunnyvale, CA",,"Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and transform data…"
6348,Senior Data Analyst - Healthcare,BioSource Recruiters,,"Des Moines, IA",," Provide advanced analytical support for business operations in all or some of the following areas: claims, provider data, member data, clinical data, HEDIS,…"
6349,Data Engineer,The Mom Project,,"Sunnyvale, CA",$97.75 an hour,"Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and transform data…"
6350,Senior Data Analyst,Calculated Hire,,"Weehawken, NJ 07086",$30 - $35 an hour,"3 years of professional experience analyzing, evaluating, and interpreting complex data; innate intellectual curiosity.
Must reside in Greater New York area ."
6351,Data Scientist/SR Analyst- Marketing,Acara Solutions,3.4,"Chicago, IL",,"Experience in Regression models, time series models, decision trees, random forests, and text analytics using additional support models and methods to analyze…"
6352,Machine Learning Engineer,"Lucas Associates, Inc.",3.8,"Coconut Creek, FL 33073",,"Build an API monitoring solution to gauge performance and data capture.
Ability to squeeze more performance and data out of APIs.
Deploying to Azure via Docker."
6353,Property & Casualty Insurtech Data Scientist - PR11477,Pryor Executive Search,,"New York, NY",,"Property & Casualty Insurtech Data Scientist opening in New York City.
Use Machine Learning (ML) and Artificial Intelligence (AI) for P&C insurance pricing…"
6354,Statistical Analyst,Hire Quest Employment Services,,"Edwardsville, IL 62025",$20 - $23 an hour,"Extensive Data Entry, Excel and in depth spreadsheet knowledge is a must!!"
6355,Data Scientist,Insight Global,4.0,"Lake Zurich, IL",$20 - $25 an hour,Ability to interpret large amounts of safety and quality-related data and recognize/identify potential health hazards (signal detection).
6356,Senior Data Scientist,Memorial Sloan-Kettering Cancer Center,4.2,"New York, NY 10017 (Midtown area)",,"We're looking for a thoughtful, out-of-the-box developer who is no stranger to leveraging advanced NLP techniques for achieving operational and business needs."
6357,Principal Data Scientist,The Finders,,"Scottsdale, AZ 85255 (North Scottsdale area)",,"Passion for work on advanced analytics areas (i.e. deep learning and complex statistical data analysis).
5+ years of relevant work experience in data analysis…"
6358,Data Science Consultant,Tailored Management,3.9,"St. Louis, MO 63121",$44 - $72 an hour,"Responsible for the extraction and analysis of health care information regarding network utilization, cost containment and clinical quality information."
6359,Lead Data Scientist,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,Identify new risk patterns through data mining • Communicate complex concepts and the results of the analyses in a clear and effective manner through creative…
